nba_Year,nba_Tm,nba_Player,nba_Age,nba_G,nba_MP,nba_PER,nba_TS%,nba_3PAr,nba_FTr,nba_ORB%,nba_DRB%,nba_TRB%,nba_AST%,nba_STL%,nba_BLK%,nba_TOV%,nba_USG%,nba_OWS,nba_DWS,nba_WS,nba_WS/48,nba_OBPM,nba_DBPM,nba_BPM,nba_VORP,nba_OWS/48,nba_DWS/48,nba_Shot%,nba_Player ID,nba_Team Mar,nba_Team MP,nba_Team Gm,nba_Year 3PAr,nba_Team TS%,nba_Tm USG,nba_Tm TS W/O Plyr,nba_Reb/Vers,nba_Defense,nba_Val/Shot,nba_Offense,nba_MPG + Int,nba_RAW SPM,nba_%Min,nba_RAW Contrib,nba_Tm Sum,nba_Tm Adj,nba_BPM,nba_StdErr,nba_Contrib,nba_VORP,nba_Reb/Vers,nba_Val/Shot,nba_Offense,nba_Defense,nba_MPG,nba_Raw OBPM,nba_Contrib,nba_Tm Ortg,nba_Tm Sum,nba_Tm Adj,nba_Tm DRtg,nba_OBPM,nba_OStdErr,nba_Ocontrib,nba_OVORP,nba_DBPM,nba_DStdErr,nba_Dcontrib,nba_DVORP,nba_Sum SPM,nba_%Min,nba_MPG,nba_ReMPG,nba_BPM,nba_Contrib,nba_VORP,nba_VORP-Gm,nba_O-BPM,nba_Ocontrib,nba_OVORP,nba_OVORP-Gm,nba_D-BPM,nba_Dcontrib,nba_DVORP,nba_DVORP-Gm,nba_Production,nba_Prod-Gm,nba_Exp BPM,nba_TrueTalentBPM,nba_Exp%Min,nba_TrueTalentVORP,nba_TrueSalary,nba_TrueTimeVORP,nba_Adjusted Production,nba_WORP,nba_O-WORP,nba_D-WORP,nba_Adjusted WORP,nba_Estimated Position,nba_BBRef Pos,nba_Age on Feb 1,nba_Yrs Experience,nba_Height,nba_Weight,nba_Rounded Position,nba_Rounded Age
2016,PHO,Markieff Morris,26,7,194,10,0.416,0.207,0.162,5.8,14.9,10.2,8.8,1.2,1.7,10.5,28.2,-0.3,0.2,-0.1,-0.026,-4.4,-0.1,-4.5,-0.1,-0.075,0.049,25.2,#NAME?,1.64,1679,7,0.275,0.513,28660,0.533,-0.69,-0.53,-0.32,-4.9,0.14,-5.98,0.578,-3.46,-5.36,1.47,-4.5,3.4,-2.6,-1.5,0,0,-3.8,-0.2,0.1,-3.9,-2.3,-1.9,-1.8,-0.1,1.9,-4,2.3,-2.3,-1.4,-0.5,2.5,-0.3,-0.1,-3.6,0.6,27.7,17.6,-4.5,-2.6,-1.5,-1.5,-4,-2.3,-1.4,-1.4,-0.5,-0.3,-0.1,-0.1,-4900000,-4900000,-1.6,-2.5,0.15,-0.1,700000,-0.4,-500000,-3.9,-3.6,-0.3,-1,4,4,26.42,4,82,245,4,26
2016,SAS,Tim Duncan,39,7,193,17.5,0.595,0.019,0.519,8.3,28.3,19.3,15.2,0.8,2.3,21,18.6,0.3,0.4,0.8,0.195,-0.8,4.1,3.3,0.3,0.085,0.11,14.7,#NAME?,8.35,1678,7,0.275,0.556,28515,0.552,3.14,-0.72,0.06,-1.46,0.13,1.09,0.575,0.63,-0.89,2.18,3.3,3.4,1.9,3,0.9,0.3,-1.9,-0.3,0.1,-1,-0.6,2.5,-1.4,0.9,8.4,-0.1,2.3,-0.1,0.9,3.4,2.5,1.9,2.1,-3.5,0.6,27.6,17.5,3.3,1.9,3,3,-0.1,-0.1,0.9,0.9,3.4,1.9,2.1,2.1,13200000,13200000,-0.6,0.6,0.59,1.5,7100000,3.1,13500000,8.2,2.5,5.7,8.4,4.9,5,39.77,18,83,250,5,40
2016,MIN,Andrew Wiggins,20,6,193,14,0.479,0.15,0.364,6.5,6.5,6.5,10,0.8,1.2,10.8,31.6,-0.1,0.2,0.1,0.032,-1.7,-1.8,-3.5,-0.1,-0.021,0.053,28.2,#NAME?,3.97,1466,6,0.275,0.53,25298,0.544,-0.36,-1.3,-0.21,-4.2,0.35,-5.51,0.658,-3.63,-5.34,2.02,-3.5,3.4,-2.3,-1,0.7,0.1,-2.5,-0.3,0.2,-1.8,-1.2,-1.2,-2.9,0.3,4.6,-1.6,2.3,-1,0.1,-1.9,2.5,-1.3,-1.1,0.4,0.7,32.2,19.3,-3.5,-2.3,-1,-1,-1.6,-1,0.1,0.1,-1.9,-1.3,-1.1,-1.1,-2900000,-2900000,-0.9,-1.7,0.26,0.1,1300000,-0.4,-600000,-2.6,0.3,-2.9,-1.1,2.6,2,20.94,1,80,199,3,21
2016,SAC,Omri Casspi,27,8,192,15.7,0.613,0.302,0.286,4.3,23,13.1,8,2.2,0,16.5,18.1,0.3,0.1,0.4,0.089,0.5,-0.8,-0.3,0.1,0.07,0.02,15.1,#NAME?,-7.21,1919,8,0.275,0.514,32834,0.504,-1.54,-0.18,0.15,2.61,-0.06,0.83,0.5,0.42,-2.91,-1.15,-0.3,3.4,-0.2,0.8,-1,0.5,1.2,0.3,0,0.9,0.5,-1.6,0.7,-0.5,-5.9,0.4,2.3,0.2,1,-0.7,2.5,-0.3,-0.2,1.1,0.5,24,16,-0.3,-0.2,0.8,0.8,0.4,0.2,1,1,-0.7,-0.3,-0.2,-0.2,4400000,4400000,-3.2,-2.3,0.17,-0.1,800000,0.3,2100000,2.3,2.8,-0.5,0.8,3.7,3,27.61,6,81,225,4,28
2016,PHI,Nik Stauskas,22,6,192,11.3,0.493,0.671,0.192,0.5,14,7.1,14.6,1.3,0.4,12.2,20.5,0,0,0,0.009,0.6,-2.8,-2.2,0,0.005,0.005,18,#NAME?,-12.3,1680,7,0.275,0.498,28092,0.498,-0.67,-1.1,0.14,1.26,0.34,-0.17,0.571,-0.1,-4.58,-2.04,-2.2,3.4,-1.3,-0.1,-0.9,0.4,1.9,-0.1,0.2,1.6,0.9,-8.1,-2.2,-1.5,-5.5,0,2.3,0,1,-2.2,2.5,-1.3,-1.1,2.3,0.6,32,19.2,-2.2,-1.3,-0.1,-0.1,0,0,1,1.2,-2.2,-1.3,-1.1,-1.3,500000,400000,-3.3,-2.9,0.08,-0.1,700000,0,900000,-0.3,2.7,-3,0,2.2,2,22.32,1,78,205,2,22
2016,CHO,Marvin Williams,29,6,191,16.7,0.594,0.491,0.091,4.9,26.2,15.1,9.7,0.3,2.2,9.5,14.8,0.4,0.1,0.5,0.132,2.6,0.2,2.8,0.2,0.104,0.028,13.4,#NAME?,4.66,1439,6,0.275,0.539,25373,0.533,-0.6,-1.4,0.14,3.26,0.32,1.59,0.664,1.05,-0.69,1.26,2.8,3.4,1.9,3.2,-0.8,0.5,2,-0.5,0.2,1.3,0.9,3.5,2.3,0.4,-2.7,1.7,2.3,1.1,2.2,1.2,2.5,0.8,1,0.5,0.7,31.8,19.1,2.8,1.9,3.2,3.2,1.7,1.1,2.2,2.2,1.2,0.8,1,1,13900000,13900000,-0.8,0.3,0.55,1.2,6000000,2.7,11700000,8.7,6,2.7,7.2,4,4,29.62,10,81,237,4,30
2016,CHI,Tony Snell,24,8,191,9.6,0.558,0.519,0.154,0.6,15.1,8.2,6.3,0.5,1.1,11.2,14.4,0.1,0.2,0.4,0.095,-1.1,0.3,-0.8,0.1,0.035,0.06,12.8,#NAME?,1.36,1969,8,0.275,0.521,34147,0.518,-3,-1.73,0.05,3.21,-0.07,-1.59,0.485,-0.77,-2.09,0.75,-0.8,3.4,-0.4,0.6,-1.7,0.4,1.2,-0.4,0,-0.5,-0.2,-2.4,0.1,-0.6,4.1,-1.1,2.3,-0.5,0.3,0.3,2.5,0.1,0.3,-1.4,0.5,23.9,15.9,-0.8,-0.4,0.6,0.6,-1.1,-0.5,0.3,0.3,0.3,0.1,0.3,0.3,3300000,3300000,-2,-1.6,0.27,0.1,1400000,0.3,2300000,1.5,0.8,0.7,0.8,2.6,3,24.23,2,79,200,3,24
2016,BRK,Jarrett Jack,32,6,191,11,0.433,0.205,0.133,1.7,16.8,8.7,34.4,0.5,0.4,17,24.6,-0.2,0,-0.2,-0.049,-2.6,-3,-5.5,-0.2,-0.05,0.001,20.4,#NAME?,-17.28,1681,7,0.275,0.49,28651,0.499,4.21,-2.1,0.22,-5,0.32,-2.56,0.568,-1.46,-5.95,-2.96,-5.5,3.4,-3.1,-2,0.8,0.3,-1.8,-0.3,0.2,-0.8,-0.5,-6.9,-3.3,-1,-6.1,-1.9,2.3,-1.1,-0.1,-3.7,2.5,-2.1,-1.9,1.8,0.6,31.8,19.1,-5.5,-3.1,-2,-2.3,-1.9,-1.1,-0.1,-0.1,-3.7,-2.1,-1.9,-2.2,-7000000,-8400000,-4,-4.5,0,0,,0,,-5.4,-0.2,-5.2,0,1.2,1,32.26,10,75,200,1,32
2016,NOP,Ryan Anderson,27,6,189,16.1,0.525,0.422,0.181,5.4,19,11.7,6,1.3,2.1,9.1,22.2,0.2,-0.1,0.1,0.024,1,-2.5,-1.5,0,0.05,-0.026,20.2,#NAME?,-6.74,1440,6,0.275,0.521,25175,0.52,-2.15,-0.19,-0.06,1.68,0.3,-0.37,0.656,-0.24,-2.66,-1.09,-1.5,3.4,-1,0.4,-0.8,0.3,1.4,-0.1,0.2,0.9,0.6,-0.9,1.1,-0.4,-10.8,0.4,2.3,0.3,1.4,-1.9,2.5,-1.2,-1,2.3,0.7,31.5,18.9,-1.5,-1,0.4,0.4,0.4,0.3,1.4,1.4,-1.9,-1.2,-1,-1,2400000,2400000,-2.5,-2.2,0.19,0,800000,0.1,1400000,1,3.8,-2.8,0.3,4.1,4,27.74,7,82,240,4,28
2016,LAL,Jordan Clarkson,23,6,187,17.2,0.578,0.278,0.19,2.2,6.5,4.2,12.2,1.5,1.2,10.5,21.3,0.3,0,0.3,0.078,2.2,-3.5,-1.2,0,0.078,0,19.1,#NAME?,-10.8,1441,6,0.275,0.513,25408,0.503,-1.53,-0.42,0.15,2.4,0.28,0.72,0.649,0.47,-3.14,-1.96,-1.2,3.4,-0.8,0.5,-0.4,0.4,2.5,0,0.1,2.6,1.7,0.9,1.3,0,-7,2.5,2.3,1.6,2.7,-3.8,2.5,-2.5,-2.3,6.3,0.6,31.2,18.7,-1.2,-0.8,0.5,0.5,2.5,1.6,2.7,2.7,-3.8,-2.5,-2.3,-2.3,3000000,3000000,-3.2,-2.6,0.13,-0.1,700000,0.1,1400000,1.3,7.4,-6.1,0.3,1.6,2,23.65,1,77,185,2,24
2016,CHO,Kemba Walker,25,6,186,23.1,0.567,0.269,0.372,2.3,9.2,5.6,28.8,2.1,1.3,10.8,24.5,0.6,0.1,0.8,0.195,5.6,-1.3,4.3,0.3,0.162,0.033,21.9,#NAME?,4.66,1439,6,0.275,0.539,25373,0.534,2.1,0.38,0.34,0.27,0.26,3.01,0.646,1.94,-0.69,1.26,4.3,3.4,2.8,4,0.6,0.5,2.9,0.2,0.1,4.3,2.8,3.5,2.3,0.4,-2.7,4.7,2.3,3,4.1,-0.4,2.5,-0.3,-0.1,5,0.6,31,18.6,4.3,2.8,4,4,4.7,3,4.1,4.1,-0.4,-0.3,-0.1,-0.1,17300000,17300000,-0.9,0.6,0.6,1.6,7300000,3.7,16100000,10.9,11.1,-0.2,10.1,1,1,25.74,4,73,172,1,26
2016,NYK,Robin Lopez,27,7,186,14.1,0.548,0,0.154,8.3,13.6,10.9,13.1,0.3,2.8,19.7,19.7,0.1,0.1,0.3,0.065,-1.8,0.4,-1.4,0,0.033,0.033,15.8,#NAME?,-3.37,1681,7,0.275,0.508,29296,0.504,1.6,-1.08,0.02,-1.19,0.05,-0.61,0.553,-0.34,-0.18,-0.77,-1.4,3.4,-0.8,0.3,1.2,0.3,-1.8,-0.5,0,-0.8,-0.4,0.9,2.5,-0.3,-1.1,-1.1,2.3,-0.6,0.3,-0.3,2.5,-0.2,0,-0.8,0.6,26.6,16.9,-1.4,-0.8,0.3,0.3,-1.1,-0.6,0.3,0.3,-0.3,-0.2,0,0,2400000,2400000,-2.5,-2.1,0.2,0,900000,0.1,1500000,0.9,0.9,0,0.3,4.6,5,27.84,7,84,255,5,28
2016,CLE,Matthew Dellavedova,25,7,185,15,0.522,0.353,0.118,3.6,9,6.4,33.1,1.4,0,17,15.5,0.4,0.2,0.6,0.161,1.3,-0.6,0.6,0.1,0.106,0.055,12.9,#NAME?,6.5,1680,7,0.275,0.54,29331,0.541,3.63,-1.19,0.33,-3.28,0.04,-0.8,0.551,-0.44,0.62,1.44,0.6,3.4,0.4,1.5,1.4,0.4,-0.6,0,0,1.3,0.7,4.7,4.7,0.2,5.2,1.4,2.3,0.8,1.7,-0.8,2.5,-0.4,-0.3,2.2,0.6,26.4,16.8,0.6,0.4,1.5,1.5,1.4,0.8,1.7,1.7,-0.8,-0.4,-0.3,-0.3,6800000,6800000,-1.1,-0.5,0.43,0.6,3500000,1.1,5500000,3.9,4.7,-0.7,3.1,1.2,2,25.4,2,76,198,1,25
2016,MIN,Ricky Rubio,25,6,185,21.9,0.523,0.164,0.508,1.2,13.5,7.7,47.8,3.7,0,13.9,20.6,0.5,0.4,0.8,0.218,4,1.9,5.9,0.4,0.122,0.096,17.7,#NAME?,3.97,1466,6,0.275,0.53,25298,0.531,6.02,1.7,0.55,-4.09,0.25,3.88,0.631,2.45,-5.34,2.02,5.9,3.4,3.7,5,1.5,0.5,0.9,0.8,0.1,3.8,2.4,-1.2,-2.9,0.3,4.6,4.1,2.3,2.6,3.7,1.8,2.5,1.1,1.3,2.3,0.6,30.8,18.5,5.9,3.7,5,5,4.1,2.6,3.7,3.7,1.8,1.1,1.3,1.3,21100000,21100000,-1.1,1,0.66,2,9000000,5.2,21900000,13.5,9.9,3.6,14,1,1,25.28,4,76,194,1,25
2016,PHI,Isaiah Canaan,24,7,184,13.8,0.55,0.656,0.344,1.1,11.6,6.2,11.2,1.6,0.8,12,19.9,0.2,0,0.3,0.066,1.8,-2.7,-0.9,0.1,0.059,0.007,17.5,#NAME?,-12.3,1680,7,0.275,0.498,28092,0.491,-1.58,-0.51,0.21,3.19,0.03,1.13,0.548,0.62,-4.58,-2.04,-0.9,3.4,-0.5,0.6,-0.9,0.5,3.1,0,0,2.8,1.5,-8.1,-2.2,-1.5,-5.5,1.3,2.3,0.7,1.6,-2.2,2.5,-1.2,-1,3.4,0.5,26.3,16.7,-0.9,-0.5,0.6,0.6,1.3,0.7,1.6,1.6,-2.2,-1.2,-1,-1,3400000,3400000,-3.8,-2.9,0.08,-0.1,700000,0.1,1400000,1.6,4.4,-2.7,0.2,1.3,1,24.7,2,72,201,1,25
2016,MEM,Jeff Green,29,8,184,6.2,0.439,0.311,0.23,1.7,13.3,7.1,12,0.8,1,14.1,19,-0.2,0,-0.2,-0.051,-4,-1.7,-5.7,-0.2,-0.052,0.001,16.3,#NAME?,-8.69,1920,8,0.275,0.483,33675,0.487,-1.12,-1.41,-0.1,-1.04,-0.14,-3.7,0.479,-1.77,-0.57,-1.97,-5.7,3.4,-2.7,-1.8,-0.8,0.2,-1.4,-0.3,-0.1,-2.3,-1.1,-5.9,1.9,-1.8,-4.3,-4.1,2.3,-2,-1.2,-1.5,2.5,-0.7,-0.6,-2.6,0.5,23,15.3,-5.7,-2.7,-1.8,-1.8,-4.1,-2,-1.2,-1.2,-1.5,-0.7,-0.6,-0.6,-6100000,-6100000,-3.6,-4.2,0,0,,0,,-4.8,-3.1,-1.6,0,3.3,3,29.43,7,81,235,3,30
2016,SAC,Darren Collison,28,6,184,16.5,0.545,0.247,0.299,1.1,3.2,2.1,26.5,1.3,0,12.1,22.1,0.4,-0.1,0.3,0.089,1.7,-5.1,-3.4,-0.1,0.11,-0.021,19.4,#NAME?,-7.21,1919,8,0.275,0.514,32834,0.51,-0.94,-1.31,0.3,-0.22,0.24,-2.24,0.479,-1.07,-2.91,-1.15,-3.4,3.4,-1.6,-0.7,-0.2,0.5,1.9,0,0.1,2.2,1,-1.6,0.7,-0.5,-5.9,1.6,2.3,0.8,1.6,-5,2.5,-2.4,-2.3,6.6,0.5,30.7,18.4,-3.4,-1.6,-0.7,-0.9,1.6,0.8,1.6,2.1,-5,-2.4,-2.3,-3,-1700000,-2600000,-2.7,-2.9,0.09,-0.1,700000,-0.1,500000,-1.8,4.3,-6.1,-0.3,1,1,28.44,6,72,175,1,29
2016,SAS,Tony Parker,33,7,183,13,0.575,0.032,0.206,0.7,6.6,4,18.7,0.8,0,17.9,20.3,0.2,0.2,0.4,0.109,-1.7,-0.6,-2.4,0,0.055,0.055,16.7,#NAME?,8.35,1678,7,0.275,0.556,28515,0.554,-0.64,-1.94,0.07,-1.97,0.02,-4.54,0.545,-2.47,-0.89,2.18,-2.4,3.4,-1.3,-0.2,-0.4,0.3,-1.5,-0.2,0,-1.8,-1,2.5,-1.4,0.9,8.4,-1,2.3,-0.5,0.4,-1.4,2.5,-0.8,-0.6,0.4,0.5,26.1,16.6,-2.4,-1.3,-0.2,-0.2,-1,-0.5,0.4,0.4,-1.4,-0.8,-0.6,-0.6,200000,200000,-0.8,-1.3,0.32,0.2,1900000,-0.1,500000,-0.5,1.1,-1.6,-0.3,1,1,33.71,14,74,185,1,34
2016,OKC,Dion Waiters,24,7,182,11.8,0.538,0.28,0.26,3.8,12.3,8.2,9.5,1.9,0.8,13.9,14.9,0.2,0.1,0.3,0.089,1,-1.1,-0.1,0.1,0.058,0.031,12.8,#NAME?,6.53,1729,7,0.275,0.568,29240,0.57,-1.01,-0.13,-0.11,0.35,0.01,-0.78,0.526,-0.41,4.41,0.68,-0.1,3.5,-0.1,1,-0.3,0.2,-1.2,0.1,0,-1.2,-0.6,8.1,1.8,1.6,-2.7,0.4,2.3,0.2,1.1,-0.5,2.5,-0.3,-0.1,0.9,0.5,26,16.5,-0.1,-0.1,1,1,0.4,0.2,1.1,1.1,-0.5,-0.3,-0.1,-0.1,5000000,5000000,-1.1,-0.8,0.39,0.5,2900000,0.7,4000000,2.7,3,-0.3,2,2.3,2,24.15,3,76,225,2,24
2016,POR,Maurice Harkless,22,8,179,14.4,0.58,0.347,0.245,9.2,13.7,11.5,7.4,0.8,2.2,16.9,15.9,0.3,0.1,0.4,0.104,1.4,-0.5,0.8,0.1,0.079,0.025,13.2,#NAME?,2.08,1921,8,0.275,0.552,32831,0.55,-0.28,-0.77,-0.01,1.41,-0.19,0.17,0.466,0.08,-0.87,0.67,0.8,3.5,0.4,1.3,0.8,0.3,-0.4,-0.3,-0.1,0.2,0.1,3.5,1.8,0.5,-2.4,0.7,2.3,0.3,1.1,0.1,2.5,0.1,0.2,0.6,0.5,22.4,14.9,0.8,0.4,1.3,1.3,0.7,0.3,1.1,1.1,0.1,0.1,0.2,0.2,6300000,6300000,-2.1,-1.2,0.33,0.3,2000000,0.9,4800000,3.6,3,0.5,2.5,3.5,3,22.73,3,81,215,4,23
2016,MEM,Tony Allen,34,8,179,10.3,0.401,0.118,0.118,8.5,15,11.5,8.4,4,1.5,11.5,15.1,-0.1,0.2,0.1,0.02,-2.7,2.6,-0.2,0.1,-0.03,0.05,13.4,#NAME?,-8.69,1920,8,0.275,0.483,33675,0.489,-0.13,2.88,-0.29,-0.76,-0.19,1.8,0.466,0.84,-0.57,-1.97,-0.2,3.5,-0.1,0.9,0.6,0,-2.4,0.8,-0.1,-1.1,-0.5,-5.9,1.9,-1.8,-4.3,-2.9,2.3,-1.3,-0.5,2.7,2.5,1.3,1.4,-5.6,0.5,22.4,14.9,-0.2,-0.1,0.9,0.9,-2.9,-1.3,-0.5,-0.5,2.7,1.3,1.4,1.4,4400000,4400000,-3.6,-2.6,0.13,-0.1,700000,0.2,1900000,2.3,-1.5,3.8,0.6,2.5,3,34.06,11,76,213,2,34
2016,MIL,Greivis Vasquez,29,7,179,6,0.339,0.491,0.316,2,10.9,6.5,29.4,1.4,0,15.6,19.5,-0.3,0,-0.3,-0.067,-4.2,-4,-8.2,-0.3,-0.074,0.007,16.5,#NAME?,-11.22,1680,7,0.275,0.538,28833,0.561,2.62,-1.19,-0.09,-6.67,-0.02,-5.26,0.533,-2.8,1.18,-2.93,-8.2,3.5,-4.4,-3.3,0.6,0.1,-4.1,0,0,-3.4,-1.8,2.3,2.6,0,-5.8,-3.4,2.3,-1.8,-0.9,-4.8,2.5,-2.6,-2.4,1.5,0.5,25.6,16.3,-8.2,-4.4,-3.3,-3.3,-3.4,-1.8,-0.9,-0.9,-4.8,-2.6,-2.4,-2.4,-12300000,-12300000,-3.7,-5,0,0,,0,,-8.9,-2.4,-6.5,0,1.9,1,29.04,5,78,217,2,29
2016,BRK,Bojan Bogdanovic,26,7,179,11.1,0.556,0.328,0.219,0.6,7.6,3.9,6.7,1.7,0,16.6,20.9,0,0,0,-0.001,-1.9,-3.5,-5.4,-0.2,-0.001,-0.001,17.4,#NAME?,-17.28,1681,7,0.275,0.49,28651,0.482,-3.37,-0.81,0.06,1.75,-0.02,-2.46,0.532,-1.31,-5.95,-2.96,-5.4,3.5,-2.9,-1.8,-1.4,0.4,0.7,0.1,0,-0.2,-0.1,-6.9,-3.3,-1,-6.1,-1.2,2.3,-0.6,0.3,-4.2,2.5,-2.3,-2.1,3.1,0.5,25.6,16.3,-5.4,-2.9,-1.8,-1.8,-1.2,-0.6,0.3,0.3,-4.2,-2.3,-2.1,-2.1,-6300000,-6300000,-4.6,-4.8,0,0,,0,,-4.9,0.7,-5.7,0,2.7,3,26.79,1,80,216,3,27
2016,PHI,Jerami Grant,21,7,178,13.5,0.488,0.246,0.421,3,16.4,9.5,8.8,1.1,4.9,9.4,18.3,0.1,0.1,0.2,0.052,-2,0.4,-1.7,0,0.026,0.026,16.6,#NAME?,-12.3,1680,7,0.275,0.498,28092,0.499,-1.49,1.04,-0.09,0.83,-0.04,0.34,0.53,0.18,-4.58,-2.04,-1.7,3.5,-0.9,0.2,-0.9,0.2,-0.1,-0.4,0,-1.1,-0.6,-8.1,-2.2,-1.5,-5.5,-2.6,2.3,-1.4,-0.5,0.9,2.5,0.5,0.6,-3.5,0.5,25.4,16.2,-1.7,-0.9,0.2,0.2,-2.6,-1.4,-0.5,-0.5,0.9,0.5,0.6,0.6,1700000,1700000,-3.9,-3.2,0.04,0,800000,0,1000000,0.4,-1.3,1.7,0,3.1,3,21.89,1,80,210,3,22
2016,DEN,Gary Harris,21,7,178,11.8,0.563,0.313,0.125,1.2,11.1,6.2,13.4,1.9,0.9,16.5,14.7,0.1,0.1,0.2,0.058,-0.6,0.3,-0.2,0.1,0.029,0.029,12.3,#NAME?,-1.94,1681,7,0.275,0.518,28781,0.514,-0.93,-0.08,0.12,0.96,-0.04,-0.08,0.529,-0.04,-1.55,-0.15,-0.2,3.5,-0.1,0.9,-0.7,0.4,0,0.1,0,-0.2,-0.1,-1.7,-0.1,-0.4,-3,-0.6,2.3,-0.3,0.6,0.3,2.5,0.2,0.3,-0.9,0.5,25.4,16.2,-0.2,-0.1,0.9,0.9,-0.6,-0.3,0.6,0.6,0.3,0.2,0.3,0.3,4800000,4800000,-2.4,-1.8,0.25,0.1,1200000,0.4,2800000,2.5,1.6,0.9,1.2,1.9,2,21.38,1,76,210,2,21
2016,OKC,Steven Adams,22,7,177,14.2,0.626,0,0.281,9.6,14.5,12.1,5.2,0.8,6.5,21.8,10.9,0.2,0.2,0.4,0.107,0.7,2.1,2.8,0.2,0.054,0.054,8.5,#NAME?,6.53,1729,7,0.275,0.568,29240,0.565,-1.29,1.52,-0.08,1.92,-0.05,2.1,0.512,1.07,4.41,0.68,2.8,3.5,1.4,2.4,0.5,0.2,-1.6,-0.5,0,-1.5,-0.8,8.1,1.8,1.6,-2.7,0.1,2.3,0.1,0.9,2.7,2.6,1.4,1.5,-2.6,0.5,25.3,16.1,2.8,1.4,2.4,2.4,0.1,0.1,0.9,0.9,2.7,1.4,1.5,1.5,10800000,10800000,-1.2,0,0.5,1,5000000,2.4,10700000,6.6,2.5,4.1,6.5,5,5,22.54,2,84,255,5,23
2016,HOU,Marcus Thornton,28,5,177,15.7,0.553,0.493,0,5.4,8.8,7.1,11.3,1.6,0,7.4,19.5,0.3,0,0.3,0.089,3.2,-2.7,0.5,0.1,0.085,0.004,18.1,#NAME?,-2.83,1707,7,0.275,0.529,29000,0.526,-0.19,-0.93,0.1,2.68,0.39,1.94,0.518,1.01,3.91,-1.46,0.5,3.5,0.3,1.3,0.4,0.4,2.7,0.1,0.2,3.8,2,-0.2,3.9,-0.8,-5.4,2.9,2.3,1.5,2.4,-2.4,2.6,-1.3,-1.1,5.4,0.5,35.4,19.7,0.5,0.3,1.3,1.8,2.9,1.5,2.4,3.4,-2.4,-1.3,-1.1,-1.5,6200000,8300000,-1.8,-1.1,0.34,0.3,2200000,0.9,4400000,3.5,6.5,-3,2.3,1.9,2,28.66,6,76,205,2,29
2016,DET,Ersan Ilyasova,28,7,177,10.7,0.506,0.5,0.058,7.3,7.6,7.5,7.8,1.1,0.9,13,14.7,0.2,0.2,0.4,0.106,1.5,1.1,2.6,0.2,0.053,0.053,12.8,#NAME?,7.59,1704,7,0.275,0.5,29418,0.499,-0.73,-1.08,0,2.06,-0.05,0.2,0.519,0.1,-2.74,2.37,2.6,3.5,1.3,2.4,0.6,0.3,0.3,-0.2,0,1.1,0.6,-0.9,1.2,-0.5,3.9,0.7,2.3,0.3,1.2,1.9,2.6,1,1.1,-1.3,0.5,25.3,16.1,2.6,1.3,2.4,2.4,0.7,0.3,1.2,1.2,1.9,1,1.1,1.1,10600000,10600000,-1.1,0,0.51,1,5100000,2.3,10400000,6.4,3.3,3.1,6.3,3.7,4,28.72,7,82,235,4,29
2016,DEN,Will Barton,25,7,177,20.4,0.557,0.264,0.333,2.4,15.3,8.9,9.8,2.5,1.8,4.6,21.1,0.5,0.2,0.7,0.177,2.3,0.3,2.6,0.2,0.129,0.048,20.1,#NAME?,-1.94,1681,7,0.275,0.518,28781,0.512,-1.26,1.15,0.04,2.89,-0.05,2.74,0.526,1.44,-1.55,-0.15,2.6,3.5,1.4,2.4,-0.8,0.3,2.9,0.3,0,2.7,1.4,-1.7,-0.1,-0.4,-3,2.3,2.3,1.2,2.1,0.3,2.6,0.2,0.3,2,0.5,25.3,16.1,2.6,1.4,2.4,2.4,2.3,1.2,2.1,2.1,0.3,0.2,0.3,0.3,10700000,10700000,-2.4,-0.9,0.37,0.4,2600000,1.7,7800000,6.5,5.7,0.9,4.6,2.1,2,25.07,3,78,175,2,25
2016,POR,Allen Crabbe,23,8,177,10.4,0.508,0.357,0.125,1.2,7.8,4.6,7.5,1.9,0.4,9.2,16.1,0.1,0.1,0.2,0.057,-0.3,-1.5,-1.8,0,0.029,0.029,14.6,#NAME?,2.08,1921,8,0.275,0.552,32831,0.556,-2.78,-0.35,-0.16,0.91,-0.21,-2.42,0.461,-1.12,-0.87,0.67,-1.8,3.5,-0.8,0.1,-1.1,0.2,-0.5,0.2,-0.1,-1.4,-0.6,3.5,1.8,0.5,-2.4,-0.9,2.3,-0.4,0.4,-0.8,2.6,-0.4,-0.2,-0.1,0.5,22.1,14.8,-1.8,-0.8,0.1,0.1,-0.9,-0.4,0.4,0.4,-0.8,-0.4,-0.2,-0.2,1500000,1500000,-2.1,-2,0.21,0,1000000,0.1,1200000,0.3,1,-0.7,0.1,2.2,2,23.81,2,78,210,2,24
